TIME=1167872504410339,TENTATIVE=1681.4
TIME=1167872505979418,TENTATIVE=113.625
TIME=1167872505982110,TENTATIVE=113.068
TIME=1167872505984710,AUTHORITATIVE=112.588
TIME=1167872505987395,TENTATIVE=113.684
TIME=1167872505990090,TENTATIVE=113.122
TIME=1167872505992700,AUTHORITATIVE=112.631
TIME=1167872505995373,TENTATIVE=113.735
TIME=1167872505998067,TENTATIVE=113.174
TIME=1167872506000665,AUTHORITATIVE=112.693
TIME=1167872506003352,TENTATIVE=113.79
TIME=1167872506006047,TENTATIVE=113.228
TIME=1167872506008642,AUTHORITATIVE=112.748
TIME=1167872506011331,TENTATIVE=113.844
TIME=1167872506014026,TENTATIVE=113.292
TIME=1167872506016620,AUTHORITATIVE=112.809
TIME=1167872506019310,TENTATIVE=113.904
TIME=1167872506022004,TENTATIVE=113.341
TIME=1167872506024599,TENTATIVE=112.86
TIME=1167872506027292,AUTHORITATIVE=112.315
TIME=1167872506029981,TENTATIVE=113.397
TIME=1167872506032578,TENTATIVE=112.912
TIME=1167872506035271,AUTHORITATIVE=112.367
TIME=1167872506037961,TENTATIVE=113.456
TIME=1167872506040556,TENTATIVE=112.977
TIME=1167872506043247,AUTHORITATIVE=112.421
TIME=1167872506045939,TENTATIVE=113.51
TIME=1167872506048536,TENTATIVE=113.029
TIME=1167872506051223,AUTHORITATIVE=112.478
TIME=1167872506053918,TENTATIVE=113.561
TIME=1167872506056521,TENTATIVE=113.078
TIME=1167872506059202,AUTHORITATIVE=112.528
TIME=1167872506061896,TENTATIVE=113.618
TIME=1167872506064492,TENTATIVE=113.138
TIME=1167872506067193,AUTHORITATIVE=112.573
TIME=1167872506069875,TENTATIVE=113.671
TIME=1167872506072472,TENTATIVE=113.19
TIME=1167872506075169,AUTHORITATIVE=112.628
TIME=1167872506077856,TENTATIVE=113.725
TIME=1167872506080449,TENTATIVE=113.248
TIME=1167872506083139,AUTHORITATIVE=112.691
TIME=1167872506085830,TENTATIVE=113.786
TIME=1167872506088427,TENTATIVE=113.303
TIME=1167872506091116,AUTHORITATIVE=112.748
TIME=1167872506093810,TENTATIVE=113.841
TIME=1167872506096405,TENTATIVE=113.36
TIME=1167872506099097,AUTHORITATIVE=112.801
TIME=1167872506101791,TENTATIVE=113.894
TIME=1167872506104383,TENTATIVE=113.416
TIME=1167872506107076,TENTATIVE=112.853
TIME=1167872506109773,AUTHORITATIVE=112.305
TIME=1167872506112362,TENTATIVE=113.469
TIME=1167872506115054,TENTATIVE=112.91
TIME=1167872506117745,AUTHORITATIVE=112.367
TIME=1167872506120340,TENTATIVE=113.539
TIME=1167872506123036,TENTATIVE=112.98
TIME=1167872506125724,AUTHORITATIVE=112.434
TIME=1167872506128319,TENTATIVE=113.595
TIME=1167872506131010,TENTATIVE=113.039
TIME=1167872506133703,AUTHORITATIVE=112.479
TIME=1167872506136298,TENTATIVE=113.65
TIME=1167872506138988,TENTATIVE=113.094
TIME=1167872506141681,AUTHORITATIVE=112.534
TIME=1167872506144277,TENTATIVE=113.702
TIME=1167872506146966,TENTATIVE=113.146
TIME=1167872506149673,AUTHORITATIVE=112.575
TIME=1167872506152256,TENTATIVE=113.755
TIME=1167872506154946,TENTATIVE=113.195
TIME=1167872506157642,AUTHORITATIVE=112.633
TIME=1167872506160233,TENTATIVE=113.808
TIME=1167872506162924,TENTATIVE=113.249
TIME=1167872506165617,AUTHORITATIVE=112.689
TIME=1167872506168211,TENTATIVE=113.861
TIME=1167872506170902,TENTATIVE=113.3
TIME=1167872506173596,AUTHORITATIVE=112.74
TIME=1167872506176194,TENTATIVE=113.91
TIME=1167872506178882,TENTATIVE=113.354
TIME=1167872506181573,TENTATIVE=112.796
TIME=1167872506184171,AUTHORITATIVE=112.336
TIME=1167872506186861,TENTATIVE=113.459
TIME=1167872506189552,TENTATIVE=112.9
TIME=1167872506192148,AUTHORITATIVE=112.423
TIME=1167872506194839,TENTATIVE=113.515
TIME=1167872506197529,TENTATIVE=112.96
TIME=1167872506200126,AUTHORITATIVE=112.479
TIME=1167872506202814,TENTATIVE=113.572
TIME=1167872506205510,TENTATIVE=113.013
TIME=1167872506208106,AUTHORITATIVE=112.533
TIME=1167872506210796,TENTATIVE=113.625
TIME=1167872506213492,TENTATIVE=113.065
TIME=1167872506216090,AUTHORITATIVE=112.583
TIME=1167872506218774,TENTATIVE=113.678
TIME=1167872506221468,TENTATIVE=113.119
TIME=1167872506224079,AUTHORITATIVE=112.625
TIME=1167872506226750,TENTATIVE=113.735
TIME=1167872506229446,TENTATIVE=113.172
TIME=1167872506232043,AUTHORITATIVE=112.693
TIME=1167872506234730,TENTATIVE=113.791
TIME=1167872506237423,TENTATIVE=113.23
TIME=1167872506240018,AUTHORITATIVE=112.749
TIME=1167872506242708,TENTATIVE=113.846
TIME=1167872506245402,TENTATIVE=113.287
TIME=1167872506247996,AUTHORITATIVE=112.806
TIME=1167872506250688,TENTATIVE=113.9
TIME=1167872506253381,TENTATIVE=113.339
TIME=1167872506255976,TENTATIVE=112.86
TIME=1167872506258673,AUTHORITATIVE=112.31
TIME=1167872506261359,TENTATIVE=113.392
TIME=1167872506263955,TENTATIVE=112.912
TIME=1167872506266645,AUTHORITATIVE=112.367
TIME=1167872506269337,TENTATIVE=113.459
TIME=1167872506271932,TENTATIVE=112.982
TIME=1167872506274624,AUTHORITATIVE=112.425
TIME=1167872506277315,TENTATIVE=113.511
TIME=1167872506279912,TENTATIVE=113.032
TIME=1167872506282602,AUTHORITATIVE=112.478
TIME=1167872506285294,TENTATIVE=113.567
TIME=1167872506287892,TENTATIVE=113.088
TIME=1167872506290581,AUTHORITATIVE=112.534
TIME=1167872506293275,TENTATIVE=113.622
TIME=1167872506295870,TENTATIVE=113.143
TIME=1167872506298570,AUTHORITATIVE=112.578
TIME=1167872506301253,TENTATIVE=113.676
TIME=1167872506303848,TENTATIVE=113.198
TIME=1167872506306546,AUTHORITATIVE=112.633
TIME=1167872506309230,TENTATIVE=113.734
TIME=1167872506311826,TENTATIVE=113.252
TIME=1167872506314517,AUTHORITATIVE=112.696
TIME=1167872506317208,TENTATIVE=113.79
TIME=1167872506319805,TENTATIVE=113.308
TIME=1167872506322494,AUTHORITATIVE=112.751
TIME=1167872506325187,TENTATIVE=113.843
TIME=1167872506327783,TENTATIVE=113.362
TIME=1167872506330475,AUTHORITATIVE=112.801
TIME=1167872506333169,TENTATIVE=113.895
TIME=1167872506335761,TENTATIVE=113.416
TIME=1167872506338465,TENTATIVE=112.847
TIME=1167872506341151,AUTHORITATIVE=112.305
TIME=1167872506343740,TENTATIVE=113.493
TIME=1167872506346429,TENTATIVE=112.918
TIME=1167872506349123,AUTHORITATIVE=112.371
TIME=1167872506351719,TENTATIVE=113.541
TIME=1167872506354409,TENTATIVE=112.987
TIME=1167872506357102,AUTHORITATIVE=112.428
TIME=1167872506359699,TENTATIVE=113.595
TIME=1167872506362386,TENTATIVE=113.042
TIME=1167872506365080,AUTHORITATIVE=112.483
TIME=1167872506367676,TENTATIVE=113.653
TIME=1167872506370365,TENTATIVE=113.096
TIME=1167872506373059,AUTHORITATIVE=112.537
TIME=1167872506375656,TENTATIVE=113.709
TIME=1167872506378343,TENTATIVE=113.153
TIME=1167872506381048,AUTHORITATIVE=112.586
TIME=1167872506383633,TENTATIVE=113.763
TIME=1167872506386323,TENTATIVE=113.205
TIME=1167872506389023,AUTHORITATIVE=112.643
TIME=1167872506391612,TENTATIVE=113.818
TIME=1167872506394303,TENTATIVE=113.257
TIME=1167872506396994,AUTHORITATIVE=112.701
TIME=1167872506399590,TENTATIVE=113.874
TIME=1167872506402282,TENTATIVE=113.313
TIME=1167872506404974,TENTATIVE=112.754
TIME=1167872506407576,AUTHORITATIVE=112.283
TIME=1167872506410258,TENTATIVE=113.369
TIME=1167872506412952,TENTATIVE=112.809
TIME=1167872506415547,AUTHORITATIVE=112.342
TIME=1167872506418236,TENTATIVE=113.465
TIME=1167872506420929,TENTATIVE=112.907
TIME=1167872506423526,AUTHORITATIVE=112.428
TIME=1167872506426216,TENTATIVE=113.516
TIME=1167872506428907,TENTATIVE=112.959
TIME=1167872506431505,AUTHORITATIVE=112.479
TIME=1167872506434193,TENTATIVE=113.572
TIME=1167872506436887,TENTATIVE=113.016
TIME=1167872506439481,AUTHORITATIVE=112.537
TIME=1167872506442173,TENTATIVE=113.628
TIME=1167872506444866,TENTATIVE=113.07
TIME=1167872506447462,AUTHORITATIVE=112.591
TIME=1167872506450151,TENTATIVE=113.684
TIME=1167872506452846,TENTATIVE=113.122
TIME=1167872506455449,AUTHORITATIVE=112.638
TIME=1167872506458129,TENTATIVE=113.739
TIME=1167872506460822,TENTATIVE=113.181
TIME=1167872506463417,AUTHORITATIVE=112.701
TIME=1167872506466108,TENTATIVE=113.793
TIME=1167872506468800,TENTATIVE=113.231
TIME=1167872506471396,AUTHORITATIVE=112.751
TIME=1167872506474088,TENTATIVE=113.846
TIME=1167872506476779,TENTATIVE=113.287
TIME=1167872506479374,AUTHORITATIVE=112.808
TIME=1167872506482067,TENTATIVE=113.902
TIME=1167872506484758,TENTATIVE=113.346
TIME=1167872506487354,TENTATIVE=112.861
TIME=1167872506490042,AUTHORITATIVE=112.32
TIME=1167872506492736,TENTATIVE=113.398
TIME=1167872506495332,TENTATIVE=112.918
TIME=1167872506498021,AUTHORITATIVE=112.376
TIME=1167872506500716,TENTATIVE=113.454
TIME=1167872506503311,TENTATIVE=112.988
TIME=1167872506506000,AUTHORITATIVE=112.433
TIME=1167872506508696,TENTATIVE=113.518
TIME=1167872506511289,TENTATIVE=113.042
TIME=1167872506513979,AUTHORITATIVE=112.487
TIME=1167872506516673,TENTATIVE=113.579
TIME=1167872506519268,TENTATIVE=113.099
TIME=1167872506521958,AUTHORITATIVE=112.542
TIME=1167872506524652,TENTATIVE=113.631
TIME=1167872506527248,TENTATIVE=113.151
TIME=1167872506529936,AUTHORITATIVE=112.596
TIME=1167872506532629,TENTATIVE=113.687
TIME=1167872506535225,TENTATIVE=113.207
TIME=1167872506537915,AUTHORITATIVE=112.652
TIME=1167872506540606,TENTATIVE=113.745
